individual_local_identifier,Biome,hour,count,unique_days,average,individual_name
CE_15_KURUKA,Cerrado,11.0,68,68,1.0,KURUKA
CE_15_KURUKA,Cerrado,12.0,65,65,1.0,KURUKA
CE_15_KURUKA,Cerrado,13.0,65,65,1.0,KURUKA
CE_15_KURUKA,Cerrado,14.0,65,65,1.0,KURUKA
CE_15_KURUKA,Cerrado,15.0,65,65,1.0,KURUKA
CE_15_KURUKA,Cerrado,16.0,66,66,1.0,KURUKA
CE_15_KURUKA,Cerrado,17.0,66,66,1.0,KURUKA
CE_15_KURUKA,Cerrado,18.0,70,70,1.0,KURUKA
CE_15_KURUKA,Cerrado,19.0,72,72,1.0,KURUKA
CE_15_KURUKA,Cerrado,20.0,71,71,1.0,KURUKA
CE_15_KURUKA,Cerrado,21.0,69,69,1.0,KURUKA
CE_15_KURUKA,Cerrado,22.0,70,70,1.0,KURUKA
CE_15_KURUKA,Cerrado,23.0,70,70,1.0,KURUKA
CE_17_ARNO,Cerrado,0.0,246,246,1.0,ARNO
CE_17_ARNO,Cerrado,1.0,245,245,1.0,ARNO
CE_17_ARNO,Cerrado,2.0,246,246,1.0,ARNO
CE_17_ARNO,Cerrado,3.0,247,247,1.0,ARNO
CE_17_ARNO,Cerrado,4.0,238,238,1.0,ARNO
CE_17_ARNO,Cerrado,5.0,241,241,1.0,ARNO
CE_17_ARNO,Cerrado,6.0,233,233,1.0,ARNO
CE_17_ARNO,Cerrado,7.0,239,239,1.0,ARNO
CE_17_ARNO,Cerrado,8.0,240,240,1.0,ARNO
CE_17_ARNO,Cerrado,9.0,234,234,1.0,ARNO
CE_17_ARNO,Cerrado,10.0,234,234,1.0,ARNO
CE_17_ARNO,Cerrado,11.0,239,239,1.0,ARNO
CE_17_ARNO,Cerrado,12.0,231,231,1.0,ARNO
CE_17_ARNO,Cerrado,13.0,229,229,1.0,ARNO
CE_17_ARNO,Cerrado,14.0,230,230,1.0,ARNO
CE_17_ARNO,Cerrado,15.0,231,231,1.0,ARNO
CE_17_ARNO,Cerrado,16.0,231,231,1.0,ARNO
CE_17_ARNO,Cerrado,17.0,238,238,1.0,ARNO
CE_17_ARNO,Cerrado,18.0,238,238,1.0,ARNO
CE_17_ARNO,Cerrado,19.0,247,247,1.0,ARNO
CE_17_ARNO,Cerrado,20.0,245,245,1.0,ARNO
CE_17_ARNO,Cerrado,21.0,245,245,1.0,ARNO
CE_17_ARNO,Cerrado,22.0,244,244,1.0,ARNO
CE_17_ARNO,Cerrado,23.0,244,244,1.0,ARNO
CE_21_ZEMARIA,Cerrado,0.0,393,393,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,1.0,404,404,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,2.0,389,389,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,3.0,407,407,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,4.0,393,393,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,5.0,392,392,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,6.0,377,377,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,7.0,372,372,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,8.0,362,362,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,9.0,355,355,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,10.0,342,342,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,11.0,330,330,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,12.0,327,327,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,13.0,338,338,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,14.0,326,326,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,15.0,329,329,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,16.0,334,334,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,17.0,346,346,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,18.0,357,357,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,19.0,386,386,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,20.0,387,387,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,21.0,397,397,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,22.0,390,390,1.0,ZEMARIA
CE_21_ZEMARIA,Cerrado,23.0,394,394,1.0,ZEMARIA
CE_22_ZEFA,Cerrado,0.0,80,80,1.0,ZEFA
CE_22_ZEFA,Cerrado,1.0,85,85,1.0,ZEFA
CE_22_ZEFA,Cerrado,2.0,82,82,1.0,ZEFA
CE_22_ZEFA,Cerrado,3.0,84,84,1.0,ZEFA
CE_22_ZEFA,Cerrado,4.0,81,81,1.0,ZEFA
CE_22_ZEFA,Cerrado,5.0,80,80,1.0,ZEFA
CE_22_ZEFA,Cerrado,6.0,79,79,1.0,ZEFA
CE_22_ZEFA,Cerrado,7.0,83,83,1.0,ZEFA
CE_22_ZEFA,Cerrado,8.0,80,80,1.0,ZEFA
CE_22_ZEFA,Cerrado,9.0,85,85,1.0,ZEFA
CE_22_ZEFA,Cerrado,10.0,79,79,1.0,ZEFA
CE_22_ZEFA,Cerrado,11.0,83,83,1.0,ZEFA
CE_22_ZEFA,Cerrado,12.0,78,78,1.0,ZEFA
CE_22_ZEFA,Cerrado,13.0,73,73,1.0,ZEFA
CE_22_ZEFA,Cerrado,14.0,80,80,1.0,ZEFA
CE_22_ZEFA,Cerrado,15.0,80,80,1.0,ZEFA
CE_22_ZEFA,Cerrado,16.0,83,83,1.0,ZEFA
CE_22_ZEFA,Cerrado,17.0,84,84,1.0,ZEFA
CE_22_ZEFA,Cerrado,18.0,85,85,1.0,ZEFA
CE_22_ZEFA,Cerrado,19.0,84,84,1.0,ZEFA
CE_22_ZEFA,Cerrado,20.0,86,86,1.0,ZEFA
CE_22_ZEFA,Cerrado,21.0,83,83,1.0,ZEFA
CE_22_ZEFA,Cerrado,22.0,83,83,1.0,ZEFA
CE_22_ZEFA,Cerrado,23.0,82,82,1.0,ZEFA
CE_23_CARABI,Cerrado,0.0,460,460,1.0,CARABI
CE_23_CARABI,Cerrado,1.0,471,471,1.0,CARABI
CE_23_CARABI,Cerrado,2.0,454,454,1.0,CARABI
CE_23_CARABI,Cerrado,3.0,480,480,1.0,CARABI
CE_23_CARABI,Cerrado,4.0,477,477,1.0,CARABI
CE_23_CARABI,Cerrado,5.0,471,471,1.0,CARABI
CE_23_CARABI,Cerrado,6.0,453,453,1.0,CARABI
CE_23_CARABI,Cerrado,7.0,472,472,1.0,CARABI
CE_23_CARABI,Cerrado,8.0,467,467,1.0,CARABI
CE_23_CARABI,Cerrado,9.0,463,463,1.0,CARABI
CE_23_CARABI,Cerrado,10.0,439,439,1.0,CARABI
CE_23_CARABI,Cerrado,11.0,435,435,1.0,CARABI
CE_23_CARABI,Cerrado,12.0,414,414,1.0,CARABI
CE_23_CARABI,Cerrado,13.0,415,415,1.0,CARABI
CE_23_CARABI,Cerrado,14.0,415,415,1.0,CARABI
CE_23_CARABI,Cerrado,15.0,413,413,1.0,CARABI
CE_23_CARABI,Cerrado,16.0,414,414,1.0,CARABI
CE_23_CARABI,Cerrado,17.0,432,432,1.0,CARABI
CE_23_CARABI,Cerrado,18.0,435,435,1.0,CARABI
CE_23_CARABI,Cerrado,19.0,486,486,1.0,CARABI
CE_23_CARABI,Cerrado,20.0,475,475,1.0,CARABI
CE_23_CARABI,Cerrado,21.0,483,483,1.0,CARABI
CE_23_CARABI,Cerrado,22.0,466,466,1.0,CARABI
CE_23_CARABI,Cerrado,23.0,486,486,1.0,CARABI
CE_25_SEGRE,Cerrado,0.0,453,453,1.0,SEGRE
CE_25_SEGRE,Cerrado,1.0,462,462,1.0,SEGRE
CE_25_SEGRE,Cerrado,2.0,456,456,1.0,SEGRE
CE_25_SEGRE,Cerrado,3.0,463,463,1.0,SEGRE
CE_25_SEGRE,Cerrado,4.0,446,446,1.0,SEGRE
CE_25_SEGRE,Cerrado,5.0,439,439,1.0,SEGRE
CE_25_SEGRE,Cerrado,6.0,428,428,1.0,SEGRE
CE_25_SEGRE,Cerrado,7.0,443,443,1.0,SEGRE
CE_25_SEGRE,Cerrado,8.0,443,443,1.0,SEGRE
CE_25_SEGRE,Cerrado,9.0,443,443,1.0,SEGRE
CE_25_SEGRE,Cerrado,10.0,433,433,1.0,SEGRE
CE_25_SEGRE,Cerrado,11.0,438,438,1.0,SEGRE
CE_25_SEGRE,Cerrado,12.0,429,429,1.0,SEGRE
CE_25_SEGRE,Cerrado,13.0,434,434,1.0,SEGRE
CE_25_SEGRE,Cerrado,14.0,425,425,1.0,SEGRE
CE_25_SEGRE,Cerrado,15.0,426,426,1.0,SEGRE
CE_25_SEGRE,Cerrado,16.0,432,432,1.0,SEGRE
CE_25_SEGRE,Cerrado,17.0,437,437,1.0,SEGRE
CE_25_SEGRE,Cerrado,18.0,448,448,1.0,SEGRE
CE_25_SEGRE,Cerrado,19.0,463,463,1.0,SEGRE
CE_25_SEGRE,Cerrado,20.0,454,454,1.0,SEGRE
CE_25_SEGRE,Cerrado,21.0,456,456,1.0,SEGRE
CE_25_SEGRE,Cerrado,22.0,457,457,1.0,SEGRE
CE_25_SEGRE,Cerrado,23.0,466,466,1.0,SEGRE
CE_27_DONALINA,Cerrado,0.0,41,41,1.0,DONALINA
CE_27_DONALINA,Cerrado,1.0,39,39,1.0,DONALINA
CE_27_DONALINA,Cerrado,2.0,42,42,1.0,DONALINA
CE_27_DONALINA,Cerrado,3.0,39,39,1.0,DONALINA
CE_27_DONALINA,Cerrado,4.0,38,38,1.0,DONALINA
CE_27_DONALINA,Cerrado,5.0,38,38,1.0,DONALINA
CE_27_DONALINA,Cerrado,6.0,40,40,1.0,DONALINA
CE_27_DONALINA,Cerrado,7.0,38,38,1.0,DONALINA
CE_27_DONALINA,Cerrado,8.0,41,41,1.0,DONALINA
CE_27_DONALINA,Cerrado,9.0,39,39,1.0,DONALINA
CE_27_DONALINA,Cerrado,10.0,37,37,1.0,DONALINA
CE_27_DONALINA,Cerrado,11.0,38,38,1.0,DONALINA
CE_27_DONALINA,Cerrado,12.0,36,36,1.0,DONALINA
CE_27_DONALINA,Cerrado,13.0,35,35,1.0,DONALINA
CE_27_DONALINA,Cerrado,14.0,27,27,1.0,DONALINA
CE_27_DONALINA,Cerrado,15.0,29,29,1.0,DONALINA
CE_27_DONALINA,Cerrado,16.0,33,33,1.0,DONALINA
CE_27_DONALINA,Cerrado,17.0,33,33,1.0,DONALINA
CE_27_DONALINA,Cerrado,18.0,41,41,1.0,DONALINA
CE_27_DONALINA,Cerrado,19.0,38,38,1.0,DONALINA
CE_27_DONALINA,Cerrado,20.0,42,42,1.0,DONALINA
CE_27_DONALINA,Cerrado,21.0,40,40,1.0,DONALINA
CE_27_DONALINA,Cerrado,22.0,40,40,1.0,DONALINA
CE_27_DONALINA,Cerrado,23.0,38,38,1.0,DONALINA
CE_28_ZIGGY,Cerrado,0.0,405,405,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,1.0,402,402,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,2.0,410,410,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,3.0,410,410,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,4.0,410,410,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,5.0,403,403,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,6.0,388,388,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,7.0,387,387,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,8.0,387,387,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,9.0,378,378,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,10.0,372,372,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,11.0,375,375,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,12.0,382,382,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,13.0,378,378,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,14.0,384,384,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,15.0,383,383,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,16.0,387,387,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,17.0,401,401,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,18.0,413,413,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,19.0,405,405,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,20.0,406,406,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,21.0,408,408,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,22.0,404,404,1.0,ZIGGY
CE_28_ZIGGY,Cerrado,23.0,402,402,1.0,ZIGGY
CE_31_ANNA,Cerrado,0.0,435,435,1.0,ANNA
CE_31_ANNA,Cerrado,1.0,431,431,1.0,ANNA
CE_31_ANNA,Cerrado,2.0,425,425,1.0,ANNA
CE_31_ANNA,Cerrado,3.0,438,438,1.0,ANNA
CE_31_ANNA,Cerrado,4.0,416,416,1.0,ANNA
CE_31_ANNA,Cerrado,5.0,423,423,1.0,ANNA
CE_31_ANNA,Cerrado,6.0,416,416,1.0,ANNA
CE_31_ANNA,Cerrado,7.0,425,425,1.0,ANNA
CE_31_ANNA,Cerrado,8.0,398,398,1.0,ANNA
CE_31_ANNA,Cerrado,9.0,411,411,1.0,ANNA
CE_31_ANNA,Cerrado,10.0,402,402,1.0,ANNA
CE_31_ANNA,Cerrado,11.0,422,422,1.0,ANNA
CE_31_ANNA,Cerrado,12.0,409,409,1.0,ANNA
CE_31_ANNA,Cerrado,13.0,421,421,1.0,ANNA
CE_31_ANNA,Cerrado,14.0,397,397,1.0,ANNA
CE_31_ANNA,Cerrado,15.0,420,420,1.0,ANNA
CE_31_ANNA,Cerrado,16.0,400,400,1.0,ANNA
CE_31_ANNA,Cerrado,17.0,416,416,1.0,ANNA
CE_31_ANNA,Cerrado,18.0,411,411,1.0,ANNA
CE_31_ANNA,Cerrado,19.0,420,420,1.0,ANNA
CE_31_ANNA,Cerrado,20.0,428,428,1.0,ANNA
CE_31_ANNA,Cerrado,21.0,424,424,1.0,ANNA
CE_31_ANNA,Cerrado,22.0,420,420,1.0,ANNA
CE_31_ANNA,Cerrado,23.0,428,428,1.0,ANNA
CE_34_DONACIDA,Cerrado,0.0,375,375,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,1.0,384,384,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,2.0,380,380,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,3.0,385,385,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,4.0,378,378,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,5.0,376,376,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,6.0,376,376,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,7.0,376,376,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,8.0,374,374,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,9.0,373,373,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,10.0,362,362,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,11.0,358,358,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,12.0,354,354,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,13.0,351,351,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,14.0,341,341,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,15.0,347,347,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,16.0,343,343,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,17.0,359,359,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,18.0,365,365,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,19.0,382,382,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,20.0,382,382,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,21.0,387,387,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,22.0,380,380,1.0,DONACIDA
CE_34_DONACIDA,Cerrado,23.0,380,380,1.0,DONACIDA
PA_03_BANDAID,Pantanal,0.0,12,6,2.0,BANDAID
PA_03_BANDAID,Pantanal,1.0,11,7,1.5714285714285714,BANDAID
PA_03_BANDAID,Pantanal,2.0,9,8,1.125,BANDAID
PA_03_BANDAID,Pantanal,3.0,10,6,1.6666666666666667,BANDAID
PA_03_BANDAID,Pantanal,4.0,14,14,1.0,BANDAID
PA_03_BANDAID,Pantanal,5.0,22,14,1.5714285714285714,BANDAID
PA_03_BANDAID,Pantanal,6.0,12,9,1.3333333333333333,BANDAID
PA_03_BANDAID,Pantanal,7.0,5,5,1.0,BANDAID
PA_03_BANDAID,Pantanal,8.0,8,8,1.0,BANDAID
PA_03_BANDAID,Pantanal,9.0,13,12,1.0833333333333333,BANDAID
PA_03_BANDAID,Pantanal,10.0,5,5,1.0,BANDAID
PA_03_BANDAID,Pantanal,12.0,3,3,1.0,BANDAID
PA_03_BANDAID,Pantanal,13.0,1,1,1.0,BANDAID
PA_03_BANDAID,Pantanal,14.0,1,1,1.0,BANDAID
PA_03_BANDAID,Pantanal,15.0,1,1,1.0,BANDAID
PA_03_BANDAID,Pantanal,16.0,2,2,1.0,BANDAID
PA_03_BANDAID,Pantanal,17.0,2,2,1.0,BANDAID
PA_03_BANDAID,Pantanal,18.0,15,15,1.0,BANDAID
PA_03_BANDAID,Pantanal,19.0,19,11,1.7272727272727273,BANDAID
PA_03_BANDAID,Pantanal,20.0,18,13,1.3846153846153846,BANDAID
PA_03_BANDAID,Pantanal,21.0,18,16,1.125,BANDAID
PA_03_BANDAID,Pantanal,22.0,7,7,1.0,BANDAID
PA_03_BANDAID,Pantanal,23.0,5,5,1.0,BANDAID
PA_05_KELLY,Pantanal,0.0,7,5,1.4,KELLY
PA_05_KELLY,Pantanal,1.0,8,6,1.3333333333333333,KELLY
PA_05_KELLY,Pantanal,2.0,7,6,1.1666666666666667,KELLY
PA_05_KELLY,Pantanal,3.0,10,6,1.6666666666666667,KELLY
PA_05_KELLY,Pantanal,4.0,12,11,1.0909090909090908,KELLY
PA_05_KELLY,Pantanal,5.0,15,9,1.6666666666666667,KELLY
PA_05_KELLY,Pantanal,6.0,15,10,1.5,KELLY
PA_05_KELLY,Pantanal,7.0,5,3,1.6666666666666667,KELLY
PA_05_KELLY,Pantanal,8.0,5,5,1.0,KELLY
PA_05_KELLY,Pantanal,9.0,8,8,1.0,KELLY
PA_05_KELLY,Pantanal,10.0,2,2,1.0,KELLY
PA_05_KELLY,Pantanal,12.0,1,1,1.0,KELLY
PA_05_KELLY,Pantanal,13.0,2,2,1.0,KELLY
PA_05_KELLY,Pantanal,14.0,2,1,2.0,KELLY
PA_05_KELLY,Pantanal,15.0,1,1,1.0,KELLY
PA_05_KELLY,Pantanal,16.0,2,2,1.0,KELLY
PA_05_KELLY,Pantanal,18.0,13,13,1.0,KELLY
PA_05_KELLY,Pantanal,19.0,21,12,1.75,KELLY
PA_05_KELLY,Pantanal,20.0,19,12,1.5833333333333333,KELLY
PA_05_KELLY,Pantanal,21.0,17,13,1.3076923076923077,KELLY
PA_05_KELLY,Pantanal,22.0,11,7,1.5714285714285714,KELLY
PA_05_KELLY,Pantanal,23.0,6,4,1.5,KELLY
PA_08_BENJAMIN,Pantanal,0.0,27,22,1.2272727272727273,BENJAMIN
PA_08_BENJAMIN,Pantanal,1.0,26,23,1.1304347826086956,BENJAMIN
PA_08_BENJAMIN,Pantanal,2.0,26,21,1.2380952380952381,BENJAMIN
PA_08_BENJAMIN,Pantanal,3.0,27,21,1.2857142857142858,BENJAMIN
PA_08_BENJAMIN,Pantanal,4.0,36,32,1.125,BENJAMIN
PA_08_BENJAMIN,Pantanal,5.0,42,32,1.3125,BENJAMIN
PA_08_BENJAMIN,Pantanal,6.0,28,25,1.12,BENJAMIN
PA_08_BENJAMIN,Pantanal,7.0,19,19,1.0,BENJAMIN
PA_08_BENJAMIN,Pantanal,8.0,17,17,1.0,BENJAMIN
PA_08_BENJAMIN,Pantanal,9.0,26,25,1.04,BENJAMIN
PA_08_BENJAMIN,Pantanal,10.0,16,16,1.0,BENJAMIN
PA_08_BENJAMIN,Pantanal,11.0,5,5,1.0,BENJAMIN
PA_08_BENJAMIN,Pantanal,12.0,1,1,1.0,BENJAMIN
PA_08_BENJAMIN,Pantanal,14.0,2,2,1.0,BENJAMIN
PA_08_BENJAMIN,Pantanal,15.0,3,3,1.0,BENJAMIN
PA_08_BENJAMIN,Pantanal,16.0,3,2,1.5,BENJAMIN
PA_08_BENJAMIN,Pantanal,17.0,7,7,1.0,BENJAMIN
PA_08_BENJAMIN,Pantanal,18.0,41,39,1.0512820512820513,BENJAMIN
PA_08_BENJAMIN,Pantanal,19.0,52,40,1.3,BENJAMIN
PA_08_BENJAMIN,Pantanal,20.0,41,32,1.28125,BENJAMIN
PA_08_BENJAMIN,Pantanal,21.0,29,25,1.16,BENJAMIN
PA_08_BENJAMIN,Pantanal,22.0,33,25,1.32,BENJAMIN
PA_08_BENJAMIN,Pantanal,23.0,28,22,1.2727272727272727,BENJAMIN
PA_09_SONIAMADALENA,Pantanal,0.0,32,32,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,1.0,29,29,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,2.0,31,31,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,3.0,21,21,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,4.0,23,23,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,5.0,21,21,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,6.0,24,24,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,7.0,25,25,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,8.0,31,31,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,9.0,28,28,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,10.0,30,30,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,11.0,25,25,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,12.0,33,33,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,13.0,31,31,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,14.0,36,36,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,15.0,29,29,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,16.0,34,34,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,17.0,28,28,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,18.0,34,34,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,19.0,28,28,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,20.0,29,29,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,21.0,21,21,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,22.0,22,22,1.0,SONIAMADALENA
PA_09_SONIAMADALENA,Pantanal,23.0,27,27,1.0,SONIAMADALENA
PA_10_VIVEK,Pantanal,0.0,27,27,1.0,VIVEK
PA_10_VIVEK,Pantanal,1.0,30,26,1.1538461538461537,VIVEK
PA_10_VIVEK,Pantanal,2.0,35,33,1.0606060606060606,VIVEK
PA_10_VIVEK,Pantanal,3.0,35,32,1.09375,VIVEK
PA_10_VIVEK,Pantanal,4.0,58,57,1.0175438596491229,VIVEK
PA_10_VIVEK,Pantanal,5.0,50,48,1.0416666666666667,VIVEK
PA_10_VIVEK,Pantanal,6.0,37,36,1.0277777777777777,VIVEK
PA_10_VIVEK,Pantanal,7.0,22,22,1.0,VIVEK
PA_10_VIVEK,Pantanal,8.0,23,23,1.0,VIVEK
PA_10_VIVEK,Pantanal,9.0,12,12,1.0,VIVEK
PA_10_VIVEK,Pantanal,10.0,3,3,1.0,VIVEK
PA_10_VIVEK,Pantanal,12.0,1,1,1.0,VIVEK
PA_10_VIVEK,Pantanal,14.0,3,3,1.0,VIVEK
PA_10_VIVEK,Pantanal,15.0,4,4,1.0,VIVEK
PA_10_VIVEK,Pantanal,16.0,1,1,1.0,VIVEK
PA_10_VIVEK,Pantanal,17.0,11,10,1.1,VIVEK
PA_10_VIVEK,Pantanal,18.0,74,72,1.0277777777777777,VIVEK
PA_10_VIVEK,Pantanal,19.0,57,56,1.0178571428571428,VIVEK
PA_10_VIVEK,Pantanal,20.0,61,50,1.22,VIVEK
PA_10_VIVEK,Pantanal,21.0,24,24,1.0,VIVEK
PA_10_VIVEK,Pantanal,22.0,48,42,1.1428571428571428,VIVEK
PA_10_VIVEK,Pantanal,23.0,28,25,1.12,VIVEK
PA_11_LUIS,Pantanal,0.0,8,7,1.1428571428571428,LUIS
PA_11_LUIS,Pantanal,1.0,6,5,1.2,LUIS
PA_11_LUIS,Pantanal,2.0,3,3,1.0,LUIS
PA_11_LUIS,Pantanal,3.0,5,5,1.0,LUIS
PA_11_LUIS,Pantanal,4.0,19,16,1.1875,LUIS
PA_11_LUIS,Pantanal,5.0,19,13,1.4615384615384615,LUIS
PA_11_LUIS,Pantanal,6.0,14,12,1.1666666666666667,LUIS
PA_11_LUIS,Pantanal,7.0,6,6,1.0,LUIS
PA_11_LUIS,Pantanal,8.0,18,18,1.0,LUIS
PA_11_LUIS,Pantanal,9.0,14,14,1.0,LUIS
PA_11_LUIS,Pantanal,10.0,18,18,1.0,LUIS
PA_11_LUIS,Pantanal,11.0,1,1,1.0,LUIS
PA_11_LUIS,Pantanal,15.0,2,2,1.0,LUIS
PA_11_LUIS,Pantanal,18.0,11,10,1.1,LUIS
PA_11_LUIS,Pantanal,19.0,12,9,1.3333333333333333,LUIS
PA_11_LUIS,Pantanal,20.0,10,8,1.25,LUIS
PA_11_LUIS,Pantanal,21.0,16,16,1.0,LUIS
PA_11_LUIS,Pantanal,22.0,6,6,1.0,LUIS
PA_11_LUIS,Pantanal,23.0,7,6,1.1666666666666667,LUIS
PA_12_FELIPPE,Pantanal,0.0,3,3,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,1.0,5,3,1.6666666666666667,FELIPPE
PA_12_FELIPPE,Pantanal,2.0,2,2,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,3.0,8,5,1.6,FELIPPE
PA_12_FELIPPE,Pantanal,4.0,4,4,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,5.0,4,4,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,6.0,1,1,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,7.0,1,1,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,8.0,12,12,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,9.0,8,8,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,10.0,3,3,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,11.0,2,2,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,12.0,1,1,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,15.0,1,1,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,18.0,4,4,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,19.0,4,4,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,20.0,3,2,1.5,FELIPPE
PA_12_FELIPPE,Pantanal,21.0,3,3,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,22.0,2,2,1.0,FELIPPE
PA_12_FELIPPE,Pantanal,23.0,4,3,1.3333333333333333,FELIPPE
PA_13_RITA,Pantanal,0.0,23,23,1.0,RITA
PA_13_RITA,Pantanal,1.0,26,26,1.0,RITA
PA_13_RITA,Pantanal,2.0,29,29,1.0,RITA
