hour,Biome,individual_local_identifier,count,radian,individual_name
19,Atlantic Forest,AF_23_TONHA,87,4.974188368183839,TONHA
19,Atlantic Forest,AF_24_TINA,80,4.974188368183839,TINA
19,Atlantic Forest,AF_25_MAMA,40,4.974188368183839,MAMA
19,Cerrado,CE_03_LOU,502,4.974188368183839,LOU
19,Cerrado,CE_04_TITI,199,4.974188368183839,TITI
19,Cerrado,CE_08_COLOMBINA,49,4.974188368183839,COLOMBINA
19,Cerrado,CE_09_PANA,49,4.974188368183839,PANA
19,Cerrado,CE_10_ELIS,14,4.974188368183839,ELIS
19,Cerrado,CE_11_ZACA,123,4.974188368183839,ZACA
19,Cerrado,CE_13_SULI,48,4.974188368183839,SULI
19,Cerrado,CE_15_KURUKA,72,4.974188368183839,KURUKA
19,Cerrado,CE_17_ARNO,247,4.974188368183839,ARNO
19,Cerrado,CE_21_ZEMARIA,386,4.974188368183839,ZEMARIA
19,Cerrado,CE_22_ZEFA,84,4.974188368183839,ZEFA
19,Cerrado,CE_23_CARABI,486,4.974188368183839,CARABI
19,Cerrado,CE_25_SEGRE,463,4.974188368183839,SEGRE
19,Cerrado,CE_27_DONALINA,38,4.974188368183839,DONALINA
19,Cerrado,CE_28_ZIGGY,405,4.974188368183839,ZIGGY
19,Cerrado,CE_31_ANNA,420,4.974188368183839,ANNA
19,Cerrado,CE_34_DONACIDA,382,4.974188368183839,DONACIDA
19,Pantanal,PA_03_BANDAID,19,4.974188368183839,BANDAID
19,Pantanal,PA_05_KELLY,21,4.974188368183839,KELLY
19,Pantanal,PA_08_BENJAMIN,52,4.974188368183839,BENJAMIN
19,Pantanal,PA_09_SONIAMADALENA,28,4.974188368183839,SONIAMADALENA
19,Pantanal,PA_10_VIVEK,57,4.974188368183839,VIVEK
19,Pantanal,PA_11_LUIS,12,4.974188368183839,LUIS
19,Pantanal,PA_12_FELIPPE,4,4.974188368183839,FELIPPE
19,Pantanal,PA_13_RITA,26,4.974188368183839,RITA
19,Pantanal,PA_15_MORENA,179,4.974188368183839,MORENA
19,Pantanal,PA_16_DORA,35,4.974188368183839,DORA
19,Pantanal,PA_18_NIC,30,4.974188368183839,NIC
19,Pantanal,PA_19_SERGIAO,549,4.974188368183839,SERGIAO
19,Pantanal,PA_20_SY,57,4.974188368183839,SY
19,Pantanal,PA_21_CAIO,18,4.974188368183839,CAIO
19,Pantanal,PA_22_EMILIO,6,4.974188368183839,EMILIO
19,Pantanal,PA_23_RICK,65,4.974188368183839,RICK
19,Pantanal,PA_24_LESLIE,35,4.974188368183839,LESLIE
19,Pantanal,PA_26_SACHIN,38,4.974188368183839,SACHIN
19,Pantanal,PA_28_DUDA,553,4.974188368183839,DUDA
19,Pantanal,PA_29_KARIN,14,4.974188368183839,KARIN
19,Pantanal,PA_30_NELSAO,33,4.974188368183839,NELSAO
19,Pantanal,PA_31_JORDANO,41,4.974188368183839,JORDANO
19,Pantanal,PA_33_GABRIELA,37,4.974188368183839,GABRIELA
19,Pantanal,PA_34_CARIJO,500,4.974188368183839,CARIJO
19,Pantanal,PA_36_MICHELE,50,4.974188368183839,MICHELE
19,Pantanal,PA_38_CASSANDRA,16,4.974188368183839,CASSANDRA
19,Pantanal,PA_40_MALU,553,4.974188368183839,MALU
19,Pantanal,PA_47_MORENINHO,336,4.974188368183839,MORENINHO
19,Pantanal,PA_48_TED,21,4.974188368183839,TED
19,Pantanal,PA_49_WALLY,453,4.974188368183839,WALLY
19,Pantanal,PA_51_MUCCI,199,4.974188368183839,MUCCI
19,Pantanal,PA_52_WIE,91,4.974188368183839,WIE
19,Pantanal,PA_54_PAULONA,599,4.974188368183839,PAULONA
19,Pantanal,PA_58_LIANA,327,4.974188368183839,LIANA
19,Pantanal,PA_59_POPEYE,200,4.974188368183839,POPEYE
19,Pantanal,PA_61_DOINHO,85,4.974188368183839,DOINHO
19,Pantanal,PA_62_PRETINHO,15,4.974188368183839,PRETINHO
19,Pantanal,PA_64_COLUMBUS,2,4.974188368183839,COLUMBUS
19,Pantanal,PA_65_VALENTINA,79,4.974188368183839,VALENTINA
19,Pantanal,PA_67_CARMINHA,34,4.974188368183839,CARMINHA
19,Pantanal,PA_68_FAROFO,351,4.974188368183839,FAROFO
19,Pantanal,PA_69_ANGELINA,153,4.974188368183839,ANGELINA
19,Pantanal,PA_71_SIDNEY,123,4.974188368183839,SIDNEY
19,Pantanal,PA_74_LAURO,152,4.974188368183839,LAURO
19,Pantanal,PA_82_DONNA,31,4.974188368183839,DONNA
19,Pantanal,PA_86_CUZINHO,323,4.974188368183839,CUZINHO
20,Atlantic Forest,AF_01_JOANA,86,5.235987755982988,JOANA
20,Atlantic Forest,AF_02_PAULETE,40,5.235987755982988,PAULETE
20,Atlantic Forest,AF_05_CHUCHU,32,5.235987755982988,CHUCHU
20,Atlantic Forest,AF_12_PATRICIA,16,5.235987755982988,PATRICIA
20,Atlantic Forest,AF_14_JAMESBOND,28,5.235987755982988,JAMESBOND
20,Atlantic Forest,AF_15_GEORGETE,19,5.235987755982988,GEORGETE
20,Atlantic Forest,AF_17_ESPERTA,4,5.235987755982988,ESPERTA
20,Atlantic Forest,AF_20_CHICO,27,5.235987755982988,CHICO
20,Atlantic Forest,AF_23_TONHA,54,5.235987755982988,TONHA
20,Atlantic Forest,AF_24_TINA,60,5.235987755982988,TINA
