individual_local_identifier,hour,distance_meters,distance_km,num_points,distance_per_point_meters,distance_per_point_km,individual_name,Biome,sex,age,count
AF_01_JOANA,0,18576.54,18.58,26,714.48,0.71,JOANA,Atlantic Forest,FEMALE,ADULT,26
AF_01_JOANA,1,21129.3,21.13,24,880.39,0.88,JOANA,Atlantic Forest,FEMALE,ADULT,24
AF_01_JOANA,2,25301.68,25.3,33,766.72,0.77,JOANA,Atlantic Forest,FEMALE,ADULT,33
AF_01_JOANA,3,23505.45,23.51,29,810.53,0.81,JOANA,Atlantic Forest,FEMALE,ADULT,29
AF_01_JOANA,4,54520.03,54.52,58,940.0,0.94,JOANA,Atlantic Forest,FEMALE,ADULT,58
AF_01_JOANA,5,57502.12,57.5,82,701.25,0.7,JOANA,Atlantic Forest,FEMALE,ADULT,82
AF_01_JOANA,6,46481.74,46.48,76,611.6,0.61,JOANA,Atlantic Forest,FEMALE,ADULT,76
AF_01_JOANA,7,27981.54,27.98,55,508.76,0.51,JOANA,Atlantic Forest,FEMALE,ADULT,55
AF_01_JOANA,8,14388.75,14.39,20,719.44,0.72,JOANA,Atlantic Forest,FEMALE,ADULT,20
AF_01_JOANA,9,10857.95,10.86,20,542.9,0.54,JOANA,Atlantic Forest,FEMALE,ADULT,20
AF_01_JOANA,10,10705.54,10.71,23,465.46,0.47,JOANA,Atlantic Forest,FEMALE,ADULT,23
AF_01_JOANA,11,10527.09,10.53,19,554.06,0.55,JOANA,Atlantic Forest,FEMALE,ADULT,19
AF_01_JOANA,12,16722.36,16.72,21,796.3,0.8,JOANA,Atlantic Forest,FEMALE,ADULT,21
AF_01_JOANA,13,10046.02,10.05,17,590.94,0.59,JOANA,Atlantic Forest,FEMALE,ADULT,17
AF_01_JOANA,14,11405.44,11.41,15,760.36,0.76,JOANA,Atlantic Forest,FEMALE,ADULT,15
AF_01_JOANA,15,16559.95,16.56,18,920.0,0.92,JOANA,Atlantic Forest,FEMALE,ADULT,18
AF_01_JOANA,16,13700.98,13.7,18,761.17,0.76,JOANA,Atlantic Forest,FEMALE,ADULT,18
AF_01_JOANA,17,18874.84,18.87,23,820.65,0.82,JOANA,Atlantic Forest,FEMALE,ADULT,23
AF_01_JOANA,18,31520.6,31.52,42,750.49,0.75,JOANA,Atlantic Forest,FEMALE,ADULT,42
AF_01_JOANA,19,42261.63,42.26,71,595.23,0.6,JOANA,Atlantic Forest,FEMALE,ADULT,71
AF_01_JOANA,20,55783.48,55.78,86,648.65,0.65,JOANA,Atlantic Forest,FEMALE,ADULT,86
AF_01_JOANA,21,41606.12,41.61,68,611.85,0.61,JOANA,Atlantic Forest,FEMALE,ADULT,68
AF_01_JOANA,22,22354.91,22.35,29,770.86,0.77,JOANA,Atlantic Forest,FEMALE,ADULT,29
AF_01_JOANA,23,18541.13,18.54,30,618.04,0.62,JOANA,Atlantic Forest,FEMALE,ADULT,30
AF_02_PAULETE,0,14241.43,14.24,23,619.19,0.62,PAULETE,Atlantic Forest,FEMALE,ADULT,23
AF_02_PAULETE,1,11468.43,11.47,17,674.61,0.67,PAULETE,Atlantic Forest,FEMALE,ADULT,17
AF_02_PAULETE,2,12437.26,12.44,21,592.25,0.59,PAULETE,Atlantic Forest,FEMALE,ADULT,21
AF_02_PAULETE,3,10324.02,10.32,18,573.56,0.57,PAULETE,Atlantic Forest,FEMALE,ADULT,18
AF_02_PAULETE,4,34067.7,34.07,31,1098.96,1.1,PAULETE,Atlantic Forest,FEMALE,ADULT,31
AF_02_PAULETE,5,41625.76,41.63,40,1040.64,1.04,PAULETE,Atlantic Forest,FEMALE,ADULT,40
AF_02_PAULETE,6,20103.26,20.1,29,693.22,0.69,PAULETE,Atlantic Forest,FEMALE,ADULT,29
AF_02_PAULETE,7,13909.04,13.91,16,869.31,0.87,PAULETE,Atlantic Forest,FEMALE,ADULT,16
AF_02_PAULETE,8,13195.51,13.2,12,1099.63,1.1,PAULETE,Atlantic Forest,FEMALE,ADULT,12
AF_02_PAULETE,9,9207.6,9.21,7,1315.37,1.32,PAULETE,Atlantic Forest,FEMALE,ADULT,7
AF_02_PAULETE,10,9209.81,9.21,11,837.26,0.84,PAULETE,Atlantic Forest,FEMALE,ADULT,11
AF_02_PAULETE,11,5472.44,5.47,7,781.78,0.78,PAULETE,Atlantic Forest,FEMALE,ADULT,7
AF_02_PAULETE,12,9806.63,9.81,12,817.22,0.82,PAULETE,Atlantic Forest,FEMALE,ADULT,12
AF_02_PAULETE,13,4551.47,4.55,4,1137.87,1.14,PAULETE,Atlantic Forest,FEMALE,ADULT,4
AF_02_PAULETE,14,7720.95,7.72,6,1286.83,1.29,PAULETE,Atlantic Forest,FEMALE,ADULT,6
AF_02_PAULETE,15,6046.39,6.05,6,1007.73,1.01,PAULETE,Atlantic Forest,FEMALE,ADULT,6
AF_02_PAULETE,16,10291.36,10.29,8,1286.42,1.29,PAULETE,Atlantic Forest,FEMALE,ADULT,8
AF_02_PAULETE,17,11020.7,11.02,10,1102.07,1.1,PAULETE,Atlantic Forest,FEMALE,ADULT,10
AF_02_PAULETE,18,14969.95,14.97,15,998.0,1.0,PAULETE,Atlantic Forest,FEMALE,ADULT,15
AF_02_PAULETE,19,27079.78,27.08,31,873.54,0.87,PAULETE,Atlantic Forest,FEMALE,ADULT,31
AF_02_PAULETE,20,37096.04,37.1,40,927.4,0.93,PAULETE,Atlantic Forest,FEMALE,ADULT,40
AF_02_PAULETE,21,26279.44,26.28,34,772.92,0.77,PAULETE,Atlantic Forest,FEMALE,ADULT,34
AF_02_PAULETE,22,11226.73,11.23,17,660.4,0.66,PAULETE,Atlantic Forest,FEMALE,ADULT,17
AF_02_PAULETE,23,16488.37,16.49,24,687.02,0.69,PAULETE,Atlantic Forest,FEMALE,ADULT,24
AF_05_CHUCHU,0,5287.04,5.29,10,528.7,0.53,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,10
AF_05_CHUCHU,1,9829.02,9.83,11,893.55,0.89,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,11
AF_05_CHUCHU,2,12244.91,12.24,7,1749.27,1.75,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,7
AF_05_CHUCHU,3,16175.56,16.18,19,851.35,0.85,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,19
AF_05_CHUCHU,4,21253.28,21.25,15,1416.89,1.42,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,15
AF_05_CHUCHU,5,38939.44,38.94,34,1145.28,1.15,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,34
AF_05_CHUCHU,6,29393.25,29.39,19,1547.01,1.55,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,19
AF_05_CHUCHU,7,27285.17,27.29,15,1819.01,1.82,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,15
AF_05_CHUCHU,8,3621.97,3.62,6,603.66,0.6,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,6
AF_05_CHUCHU,9,3019.76,3.02,3,1006.59,1.01,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,3
AF_05_CHUCHU,10,586.83,0.59,3,195.61,0.2,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,3
AF_05_CHUCHU,11,212.11,0.21,2,106.06,0.11,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,2
AF_05_CHUCHU,12,14774.09,14.77,8,1846.76,1.85,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,8
AF_05_CHUCHU,13,2433.0,2.43,5,486.6,0.49,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,5
AF_05_CHUCHU,14,167.65,0.17,2,83.83,0.08,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,2
AF_05_CHUCHU,15,3458.45,3.46,3,1152.82,1.15,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,3
AF_05_CHUCHU,16,5307.85,5.31,6,884.64,0.88,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,6
AF_05_CHUCHU,17,15183.11,15.18,10,1518.31,1.52,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,10
AF_05_CHUCHU,18,22633.48,22.63,17,1331.38,1.33,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,17
AF_05_CHUCHU,19,37337.9,37.34,31,1204.45,1.2,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,31
AF_05_CHUCHU,20,29072.18,29.07,32,908.51,0.91,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,32
AF_05_CHUCHU,21,23173.88,23.17,18,1287.44,1.29,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,18
AF_05_CHUCHU,22,13001.18,13.0,9,1444.58,1.44,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,9
AF_05_CHUCHU,23,5649.11,5.65,9,627.68,0.63,CHUCHU,Atlantic Forest,FEMALE,SUB-ADULT,9
AF_12_PATRICIA,0,5471.03,5.47,6,911.84,0.91,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,6
AF_12_PATRICIA,1,9179.48,9.18,9,1019.94,1.02,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,9
AF_12_PATRICIA,2,5449.59,5.45,7,778.51,0.78,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,7
AF_12_PATRICIA,3,21741.02,21.74,15,1449.4,1.45,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,15
AF_12_PATRICIA,4,8476.35,8.48,8,1059.54,1.06,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,8
AF_12_PATRICIA,5,17912.89,17.91,15,1194.19,1.19,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,15
AF_12_PATRICIA,6,7608.71,7.61,10,760.87,0.76,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,10
AF_12_PATRICIA,7,12963.63,12.96,7,1851.95,1.85,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,7
AF_12_PATRICIA,8,499.85,0.5,4,124.96,0.12,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,4
AF_12_PATRICIA,10,1444.36,1.44,2,722.18,0.72,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,2
AF_12_PATRICIA,11,0.0,0.0,1,0.0,0.0,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,1
AF_12_PATRICIA,12,360.84,0.36,3,120.28,0.12,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,3
AF_12_PATRICIA,13,1485.07,1.49,2,742.53,0.74,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,2
AF_12_PATRICIA,14,2200.22,2.2,4,550.06,0.55,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,4
AF_12_PATRICIA,16,144.83,0.14,2,72.42,0.07,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,2
AF_12_PATRICIA,17,5260.0,5.26,6,876.67,0.88,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,6
AF_12_PATRICIA,18,16223.05,16.22,10,1622.31,1.62,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,10
AF_12_PATRICIA,19,12541.81,12.54,16,783.86,0.78,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,16
AF_12_PATRICIA,20,17870.83,17.87,16,1116.93,1.12,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,16
AF_12_PATRICIA,21,12966.81,12.97,19,682.46,0.68,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,19
AF_12_PATRICIA,22,14197.6,14.2,14,1014.11,1.01,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,14
AF_12_PATRICIA,23,10952.46,10.95,8,1369.06,1.37,PATRICIA,Atlantic Forest,FEMALE,JUVENILE,8
AF_14_JAMESBOND,0,6389.56,6.39,19,336.29,0.34,JAMESBOND,Atlantic Forest,MALE,ADULT,19
AF_14_JAMESBOND,1,5412.33,5.41,14,386.59,0.39,JAMESBOND,Atlantic Forest,MALE,ADULT,14
AF_14_JAMESBOND,2,4221.06,4.22,13,324.7,0.32,JAMESBOND,Atlantic Forest,MALE,ADULT,13
AF_14_JAMESBOND,3,4922.58,4.92,13,378.66,0.38,JAMESBOND,Atlantic Forest,MALE,ADULT,13
AF_14_JAMESBOND,4,11477.15,11.48,24,478.21,0.48,JAMESBOND,Atlantic Forest,MALE,ADULT,24
AF_14_JAMESBOND,5,13973.45,13.97,30,465.78,0.47,JAMESBOND,Atlantic Forest,MALE,ADULT,30
AF_14_JAMESBOND,6,11594.41,11.59,19,610.23,0.61,JAMESBOND,Atlantic Forest,MALE,ADULT,19
AF_14_JAMESBOND,7,9730.25,9.73,16,608.14,0.61,JAMESBOND,Atlantic Forest,MALE,ADULT,16
AF_14_JAMESBOND,9,138.28,0.14,2,69.14,0.07,JAMESBOND,Atlantic Forest,MALE,ADULT,2
AF_14_JAMESBOND,11,0.0,0.0,1,0.0,0.0,JAMESBOND,Atlantic Forest,MALE,ADULT,1
AF_14_JAMESBOND,12,644.15,0.64,3,214.72,0.21,JAMESBOND,Atlantic Forest,MALE,ADULT,3
AF_14_JAMESBOND,13,663.17,0.66,2,331.58,0.33,JAMESBOND,Atlantic Forest,MALE,ADULT,2
AF_14_JAMESBOND,15,0.0,0.0,1,0.0,0.0,JAMESBOND,Atlantic Forest,MALE,ADULT,1
AF_14_JAMESBOND,16,500.33,0.5,3,166.78,0.17,JAMESBOND,Atlantic Forest,MALE,ADULT,3
AF_14_JAMESBOND,17,1107.77,1.11,4,276.94,0.28,JAMESBOND,Atlantic Forest,MALE,ADULT,4
AF_14_JAMESBOND,18,7698.58,7.7,17,452.86,0.45,JAMESBOND,Atlantic Forest,MALE,ADULT,17
AF_14_JAMESBOND,19,11784.14,11.78,23,512.35,0.51,JAMESBOND,Atlantic Forest,MALE,ADULT,23
AF_14_JAMESBOND,20,9896.06,9.9,28,353.43,0.35,JAMESBOND,Atlantic Forest,MALE,ADULT,28
AF_14_JAMESBOND,21,12857.72,12.86,29,443.37,0.44,JAMESBOND,Atlantic Forest,MALE,ADULT,29
AF_14_JAMESBOND,22,8999.4,9.0,15,599.96,0.6,JAMESBOND,Atlantic Forest,MALE,ADULT,15
AF_14_JAMESBOND,23,7260.9,7.26,15,484.06,0.48,JAMESBOND,Atlantic Forest,MALE,ADULT,15
AF_15_GEORGETE,0,4787.07,4.79,10,478.71,0.48,GEORGETE,Atlantic Forest,FEMALE,ADULT,10
AF_15_GEORGETE,1,2306.52,2.31,8,288.32,0.29,GEORGETE,Atlantic Forest,FEMALE,ADULT,8
AF_15_GEORGETE,2,2151.05,2.15,7,307.29,0.31,GEORGETE,Atlantic Forest,FEMALE,ADULT,7
AF_15_GEORGETE,3,3907.02,3.91,13,300.54,0.3,GEORGETE,Atlantic Forest,FEMALE,ADULT,13
AF_15_GEORGETE,4,7357.21,7.36,14,525.51,0.53,GEORGETE,Atlantic Forest,FEMALE,ADULT,14
AF_15_GEORGETE,5,11820.08,11.82,25,472.8,0.47,GEORGETE,Atlantic Forest,FEMALE,ADULT,25
AF_15_GEORGETE,6,2553.25,2.55,8,319.16,0.32,GEORGETE,Atlantic Forest,FEMALE,ADULT,8
AF_15_GEORGETE,7,5737.25,5.74,12,478.1,0.48,GEORGETE,Atlantic Forest,FEMALE,ADULT,12
AF_15_GEORGETE,8,0.0,0.0,1,0.0,0.0,GEORGETE,Atlantic Forest,FEMALE,ADULT,1
AF_15_GEORGETE,9,1225.95,1.23,2,612.97,0.61,GEORGETE,Atlantic Forest,FEMALE,ADULT,2
AF_15_GEORGETE,11,1076.31,1.08,2,538.16,0.54,GEORGETE,Atlantic Forest,FEMALE,ADULT,2
AF_15_GEORGETE,12,1887.52,1.89,4,471.88,0.47,GEORGETE,Atlantic Forest,FEMALE,ADULT,4
AF_15_GEORGETE,13,0.0,0.0,1,0.0,0.0,GEORGETE,Atlantic Forest,FEMALE,ADULT,1
AF_15_GEORGETE,14,24.85,0.02,2,12.42,0.01,GEORGETE,Atlantic Forest,FEMALE,ADULT,2
AF_15_GEORGETE,15,565.1,0.57,2,282.55,0.28,GEORGETE,Atlantic Forest,FEMALE,ADULT,2
AF_15_GEORGETE,16,0.0,0.0,1,0.0,0.0,GEORGETE,Atlantic Forest,FEMALE,ADULT,1
AF_15_GEORGETE,17,2562.95,2.56,5,512.59,0.51,GEORGETE,Atlantic Forest,FEMALE,ADULT,5
AF_15_GEORGETE,18,8739.5,8.74,15,582.63,0.58,GEORGETE,Atlantic Forest,FEMALE,ADULT,15
AF_15_GEORGETE,19,5826.67,5.83,16,364.17,0.36,GEORGETE,Atlantic Forest,FEMALE,ADULT,16
AF_15_GEORGETE,20,8369.45,8.37,19,440.5,0.44,GEORGETE,Atlantic Forest,FEMALE,ADULT,19
AF_15_GEORGETE,21,7304.88,7.3,17,429.7,0.43,GEORGETE,Atlantic Forest,FEMALE,ADULT,17
AF_15_GEORGETE,22,4128.64,4.13,11,375.33,0.38,GEORGETE,Atlantic Forest,FEMALE,ADULT,11
AF_15_GEORGETE,23,4825.71,4.83,10,482.57,0.48,GEORGETE,Atlantic Forest,FEMALE,ADULT,10
AF_17_ESPERTA,5,271.22,0.27,2,135.61,0.14,ESPERTA,Atlantic Forest,FEMALE,ADULT,2
AF_17_ESPERTA,6,2035.23,2.04,5,407.05,0.41,ESPERTA,Atlantic Forest,FEMALE,ADULT,5
AF_17_ESPERTA,7,3352.02,3.35,11,304.73,0.3,ESPERTA,Atlantic Forest,FEMALE,ADULT,11
AF_17_ESPERTA,8,5216.95,5.22,17,306.88,0.31,ESPERTA,Atlantic Forest,FEMALE,ADULT,17
AF_17_ESPERTA,9,4813.49,4.81,10,481.35,0.48,ESPERTA,Atlantic Forest,FEMALE,ADULT,10
AF_17_ESPERTA,10,2676.68,2.68,4,669.17,0.67,ESPERTA,Atlantic Forest,FEMALE,ADULT,4
AF_17_ESPERTA,11,0.0,0.0,1,0.0,0.0,ESPERTA,Atlantic Forest,FEMALE,ADULT,1
AF_17_ESPERTA,13,0.0,0.0,1,0.0,0.0,ESPERTA,Atlantic Forest,FEMALE,ADULT,1
AF_17_ESPERTA,15,0.0,0.0,1,0.0,0.0,ESPERTA,Atlantic Forest,FEMALE,ADULT,1
AF_17_ESPERTA,16,2608.13,2.61,6,434.69,0.43,ESPERTA,Atlantic Forest,FEMALE,ADULT,6
AF_17_ESPERTA,17,7049.22,7.05,13,542.25,0.54,ESPERTA,Atlantic Forest,FEMALE,ADULT,13
AF_17_ESPERTA,18,8463.31,8.46,16,528.96,0.53,ESPERTA,Atlantic Forest,FEMALE,ADULT,16
AF_17_ESPERTA,19,6210.58,6.21,10,621.06,0.62,ESPERTA,Atlantic Forest,FEMALE,ADULT,10
AF_17_ESPERTA,20,2506.23,2.51,4,626.56,0.63,ESPERTA,Atlantic Forest,FEMALE,ADULT,4
AF_17_ESPERTA,21,316.13,0.32,2,158.07,0.16,ESPERTA,Atlantic Forest,FEMALE,ADULT,2
AF_17_ESPERTA,22,0.0,0.0,1,0.0,0.0,ESPERTA,Atlantic Forest,FEMALE,ADULT,1
AF_17_ESPERTA,23,0.0,0.0,1,0.0,0.0,ESPERTA,Atlantic Forest,FEMALE,ADULT,1
AF_20_CHICO,0,19994.71,19.99,14,1428.19,1.43,CHICO,Atlantic Forest,MALE,ADULT,14
AF_20_CHICO,1,26016.43,26.02,13,2001.26,2.0,CHICO,Atlantic Forest,MALE,ADULT,13
AF_20_CHICO,2,17888.72,17.89,10,1788.87,1.79,CHICO,Atlantic Forest,MALE,ADULT,10
AF_20_CHICO,3,21874.5,21.87,16,1367.16,1.37,CHICO,Atlantic Forest,MALE,ADULT,16
AF_20_CHICO,4,40850.01,40.85,40,1021.25,1.02,CHICO,Atlantic Forest,MALE,ADULT,40
AF_20_CHICO,5,39474.32,39.47,43,918.01,0.92,CHICO,Atlantic Forest,MALE,ADULT,43
AF_20_CHICO,6,42623.91,42.62,54,789.33,0.79,CHICO,Atlantic Forest,MALE,ADULT,54
AF_20_CHICO,7,33798.54,33.8,38,889.44,0.89,CHICO,Atlantic Forest,MALE,ADULT,38
AF_20_CHICO,8,18443.03,18.44,23,801.87,0.8,CHICO,Atlantic Forest,MALE,ADULT,23
AF_20_CHICO,9,4453.9,4.45,8,556.74,0.56,CHICO,Atlantic Forest,MALE,ADULT,8
AF_20_CHICO,13,0.0,0.0,1,0.0,0.0,CHICO,Atlantic Forest,MALE,ADULT,1
AF_20_CHICO,14,0.0,0.0,1,0.0,0.0,CHICO,Atlantic Forest,MALE,ADULT,1
AF_20_CHICO,15,1341.96,1.34,5,268.39,0.27,CHICO,Atlantic Forest,MALE,ADULT,5
AF_20_CHICO,16,2006.21,2.01,7,286.6,0.29,CHICO,Atlantic Forest,MALE,ADULT,7
AF_20_CHICO,17,19906.99,19.91,10,1990.7,1.99,CHICO,Atlantic Forest,MALE,ADULT,10
AF_20_CHICO,18,36620.05,36.62,34,1077.06,1.08,CHICO,Atlantic Forest,MALE,ADULT,34
AF_20_CHICO,19,50965.32,50.97,37,1377.44,1.38,CHICO,Atlantic Forest,MALE,ADULT,37
AF_20_CHICO,20,29799.75,29.8,27,1103.69,1.1,CHICO,Atlantic Forest,MALE,ADULT,27
AF_20_CHICO,21,23544.96,23.54,27,872.04,0.87,CHICO,Atlantic Forest,MALE,ADULT,27
AF_20_CHICO,22,25455.81,25.46,15,1697.05,1.7,CHICO,Atlantic Forest,MALE,ADULT,15
AF_20_CHICO,23,24227.8,24.23,17,1425.16,1.43,CHICO,Atlantic Forest,MALE,ADULT,17
AF_23_TONHA,0,5535.84,5.54,13,425.83,0.43,TONHA,Atlantic Forest,FEMALE,ADULT,13
AF_23_TONHA,1,10248.52,10.25,11,931.68,0.93,TONHA,Atlantic Forest,FEMALE,ADULT,11
AF_23_TONHA,2,5527.14,5.53,13,425.16,0.43,TONHA,Atlantic Forest,FEMALE,ADULT,13
AF_23_TONHA,3,8701.81,8.7,14,621.56,0.62,TONHA,Atlantic Forest,FEMALE,ADULT,14
AF_23_TONHA,4,28495.19,28.5,63,452.3,0.45,TONHA,Atlantic Forest,FEMALE,ADULT,63
AF_23_TONHA,5,29499.8,29.5,53,556.6,0.56,TONHA,Atlantic Forest,FEMALE,ADULT,53
AF_23_TONHA,6,22369.87,22.37,44,508.41,0.51,TONHA,Atlantic Forest,FEMALE,ADULT,44
AF_23_TONHA,7,11135.83,11.14,24,463.99,0.46,TONHA,Atlantic Forest,FEMALE,ADULT,24
AF_23_TONHA,8,4618.65,4.62,5,923.73,0.92,TONHA,Atlantic Forest,FEMALE,ADULT,5
AF_23_TONHA,9,0.0,0.0,1,0.0,0.0,TONHA,Atlantic Forest,FEMALE,ADULT,1
AF_23_TONHA,11,0.0,0.0,1,0.0,0.0,TONHA,Atlantic Forest,FEMALE,ADULT,1
AF_23_TONHA,15,1308.39,1.31,2,654.19,0.65,TONHA,Atlantic Forest,FEMALE,ADULT,2
AF_23_TONHA,16,2044.51,2.04,5,408.9,0.41,TONHA,Atlantic Forest,FEMALE,ADULT,5
AF_23_TONHA,17,3452.68,3.45,9,383.63,0.38,TONHA,Atlantic Forest,FEMALE,ADULT,9
AF_23_TONHA,18,28641.84,28.64,57,502.49,0.5,TONHA,Atlantic Forest,FEMALE,ADULT,57
AF_23_TONHA,19,41556.3,41.56,87,477.66,0.48,TONHA,Atlantic Forest,FEMALE,ADULT,87
AF_23_TONHA,20,28126.54,28.13,54,520.86,0.52,TONHA,Atlantic Forest,FEMALE,ADULT,54
AF_23_TONHA,21,27364.84,27.36,44,621.93,0.62,TONHA,Atlantic Forest,FEMALE,ADULT,44
AF_23_TONHA,22,12584.13,12.58,17,740.24,0.74,TONHA,Atlantic Forest,FEMALE,ADULT,17
AF_23_TONHA,23,10136.17,10.14,18,563.12,0.56,TONHA,Atlantic Forest,FEMALE,ADULT,18
AF_24_TINA,0,6837.69,6.84,10,683.77,0.68,TINA,Atlantic Forest,FEMALE,ADULT,10
AF_24_TINA,1,4347.8,4.35,9,483.09,0.48,TINA,Atlantic Forest,FEMALE,ADULT,9
AF_24_TINA,2,5483.34,5.48,8,685.42,0.69,TINA,Atlantic Forest,FEMALE,ADULT,8
AF_24_TINA,3,8473.2,8.47,10,847.32,0.85,TINA,Atlantic Forest,FEMALE,ADULT,10
AF_24_TINA,4,28470.28,28.47,42,677.86,0.68,TINA,Atlantic Forest,FEMALE,ADULT,42
AF_24_TINA,5,29183.93,29.18,52,561.23,0.56,TINA,Atlantic Forest,FEMALE,ADULT,52
AF_24_TINA,6,24899.18,24.9,40,622.48,0.62,TINA,Atlantic Forest,FEMALE,ADULT,40
AF_24_TINA,7,5836.86,5.84,9,648.54,0.65,TINA,Atlantic Forest,FEMALE,ADULT,9
AF_24_TINA,17,4353.89,4.35,9,483.77,0.48,TINA,Atlantic Forest,FEMALE,ADULT,9
AF_24_TINA,18,29182.98,29.18,56,521.12,0.52,TINA,Atlantic Forest,FEMALE,ADULT,56
AF_24_TINA,19,44978.82,44.98,80,562.24,0.56,TINA,Atlantic Forest,FEMALE,ADULT,80
AF_24_TINA,20,32424.4,32.42,60,540.41,0.54,TINA,Atlantic Forest,FEMALE,ADULT,60
AF_24_TINA,21,20040.22,20.04,27,742.23,0.74,TINA,Atlantic Forest,FEMALE,ADULT,27
AF_24_TINA,22,11802.18,11.8,21,562.01,0.56,TINA,Atlantic Forest,FEMALE,ADULT,21
AF_24_TINA,23,5286.21,5.29,15,352.41,0.35,TINA,Atlantic Forest,FEMALE,ADULT,15
AF_25_MAMA,0,1988.89,1.99,5,397.78,0.4,MAMA,Atlantic Forest,FEMALE,ADULT,5
AF_25_MAMA,1,268.88,0.27,2,134.44,0.13,MAMA,Atlantic Forest,FEMALE,ADULT,2
AF_25_MAMA,2,224.39,0.22,2,112.2,0.11,MAMA,Atlantic Forest,FEMALE,ADULT,2
AF_25_MAMA,3,1271.99,1.27,3,424.0,0.42,MAMA,Atlantic Forest,FEMALE,ADULT,3
AF_25_MAMA,4,10347.74,10.35,19,544.62,0.54,MAMA,Atlantic Forest,FEMALE,ADULT,19
AF_25_MAMA,5,10900.63,10.9,25,436.03,0.44,MAMA,Atlantic Forest,FEMALE,ADULT,25
AF_25_MAMA,6,9761.61,9.76,22,443.71,0.44,MAMA,Atlantic Forest,FEMALE,ADULT,22
AF_25_MAMA,7,1415.48,1.42,5,283.1,0.28,MAMA,Atlantic Forest,FEMALE,ADULT,5
AF_25_MAMA,8,2797.27,2.8,7,399.61,0.4,MAMA,Atlantic Forest,FEMALE,ADULT,7
AF_25_MAMA,9,0.0,0.0,1,0.0,0.0,MAMA,Atlantic Forest,FEMALE,ADULT,1
AF_25_MAMA,15,563.2,0.56,2,281.6,0.28,MAMA,Atlantic Forest,FEMALE,ADULT,2
AF_25_MAMA,16,702.45,0.7,2,351.23,0.35,MAMA,Atlantic Forest,FEMALE,ADULT,2
AF_25_MAMA,17,4178.52,4.18,10,417.85,0.42,MAMA,Atlantic Forest,FEMALE,ADULT,10
AF_25_MAMA,18,18065.61,18.07,37,488.26,0.49,MAMA,Atlantic Forest,FEMALE,ADULT,37
AF_25_MAMA,19,20728.21,20.73,40,518.21,0.52,MAMA,Atlantic Forest,FEMALE,ADULT,40
AF_25_MAMA,20,7751.93,7.75,22,352.36,0.35,MAMA,Atlantic Forest,FEMALE,ADULT,22
AF_25_MAMA,21,4612.07,4.61,12,384.34,0.38,MAMA,Atlantic Forest,FEMALE,ADULT,12
AF_25_MAMA,22,3913.96,3.91,9,434.88,0.43,MAMA,Atlantic Forest,FEMALE,ADULT,9
AF_25_MAMA,23,2400.03,2.4,5,480.01,0.48,MAMA,Atlantic Forest,FEMALE,ADULT,5
